Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-2257.343	-2917.042	659.6988	1.356192	2.373757
6	-2252.727	-2912.391	659.6635	1.377364	2.382753
12	-2259.36	-2919.238	659.8779	1.269702	2.31493
18	-2270.324	-2930.176	659.8516	1.265928	2.334088
24	-2258.426	-2918.913	660.4874	1.50041	1.756937
30	-2262.214	-2922.659	660.4444	1.332368	1.902155
36	-2265.429	-2925.94	660.5111	1.318541	1.866127
42	-2265.509	-2926.152	660.6433	1.18989	1.863733
48	-2264.226	-2924.869	660.6433	1.18989	1.863733
54	-2258.278	-2918.921	660.6433	1.18989	1.863733
60	-2258.662	-2919.305	660.6433	1.18989	1.863733
66	-2260.368	-2921.012	660.6433	1.18989	1.863733
72	-2260.861	-2921.278	660.4171	1.272661	1.960865
78	-2265.539	-2925.959	660.4204	1.258042	1.968466
84	-2271.883	-2932.351	660.4678	1.246605	1.944312
90	-2254.651	-2915.294	660.6433	1.18989	1.863733
96	-2256.119	-2916.763	660.6433	1.18989	1.863733
102	-2292.64	-2953.252	660.6116	1.373796	1.758607
108	-2282.291	-2942.982	660.6907	1.379244	1.69913
114	-2266.409	-2926.42	660.0116	1.172162	2.291834
120	-2252.088	-2912.731	660.6433	1.18989	1.863733
126	-2251.407	-2912.05	660.6433	1.18989	1.863733
132	-2257.084	-2917.728	660.6433	1.18989	1.863733
138	-2248.097	-2908.74	660.6433	1.18989	1.863733
144	-2268.748	-2929.475	660.7273	1.518984	1.572068
150	-2247.956	-2908.599	660.6433	1.18989	1.863733
156	-2252.771	-2913.415	660.6433	1.18989	1.863733
162	-2245.586	-2906.23	660.6433	1.18989	1.863733
168	-2254.236	-2914.879	660.6433	1.18989	1.863733
174	-2263.153	-2923.796	660.6433	1.18989	1.863733
180	-2255.102	-2915.56	660.4575	1.309717	1.908608
186	-2258.507	-2919.032	660.5245	1.306417	1.865296
192	-2256.378	-2916.871	660.493	1.315866	1.880329
198	-2246.081	-2906.518	660.4373	1.344742	1.898574
204	-2248.801	-2909.445	660.6433	1.18989	1.863733
210	-2248.742	-2909.385	660.6433	1.18989	1.863733
216	-2249.68	-2910.323	660.6433	1.18989	1.863733
222	-2244.601	-2905.245	660.6433	1.18989	1.863733
228	-2248.493	-2909.137	660.6433	1.18989	1.863733
234	-2256.067	-2916.711	660.6433	1.18989	1.863733
240	-2258.926	-2919.569	660.6433	1.18989	1.863733
246	-2254.393	-2915.037	660.6433	1.18989	1.863733
252	-2245.377	-2906.119	660.7426	1.423774	1.630207
258	-2246.525	-2907.302	660.7769	1.432033	1.59936
264	-2259.477	-2920.12	660.6433	1.18989	1.863733
270	-2268.15	-2928.793	660.6433	1.18989	1.863733
276	-2264.668	-2925.312	660.6433	1.18989	1.863733
282	-2264.116	-2924.759	660.6433	1.18989	1.863733
288	-2267.511	-2928.154	660.6433	1.18989	1.863733
294	-2269.452	-2930.096	660.6433	1.18989	1.863733
300	-2231.306	-2891.898	660.5916	1.225231	1.874906
306	-2228.414	-2888.855	660.4404	1.262047	1.952337
312	-2238.981	-2899.322	660.3412	1.284492	2.003706
318	-2254.482	-2914.911	660.4286	1.29019	1.941359
324	-2257.645	-2918.288	660.6433	1.18989	1.863733
330	-2260.628	-2920.223	659.595	1.205646	2.533506
336	-2256.397	-2915.913	659.5164	1.191935	2.590857
342	-2249.004	-2909.648	660.6433	1.18989	1.863733
348	-2251.582	-2912.226	660.6433	1.18989	1.863733
354	-2239.351	-2899.15	659.7997	1.267324	2.366158
360	-2237.048	-2896.827	659.7793	1.269367	2.377795
366	-2236.244	-2896.315	660.0715	1.290489	2.177045
372	-2246.674	-2906.886	660.212	1.283707	2.089678
378	-2233.134	-2893.333	660.1987	1.304418	2.084805
384	-2253.555	-2914.199	660.6433	1.18989	1.863733
390	-2248.868	-2909.511	660.6433	1.18989	1.863733
396	-2249.215	-2909.858	660.6433	1.18989	1.863733
402	-2249.716	-2910.36	660.6433	1.18989	1.863733
408	-2257.317	-2917.961	660.6433	1.18989	1.863733
414	-2249.599	-2910.416	660.8165	1.545084	1.486466
420	-2264.404	-2925.047	660.6433	1.18989	1.863733
426	-2257.313	-2917.957	660.6433	1.18989	1.863733
432	-2253.696	-2914.626	660.9308	1.483218	1.446637
438	-2245.825	-2906.751	660.9261	1.451125	1.474661
444	-2248.117	-2909.143	661.0259	1.425212	1.418179
450	-2238.246	-2899.28	661.0335	1.461559	1.383976
456	-2250.073	-2911.095	661.0217	1.456569	1.397115
462	-2265.32	-2925.963	660.6433	1.18989	1.863733
468	-2258.963	-2919.606	660.6433	1.18989	1.863733
474	-2253.733	-2914.343	660.6097	1.404909	1.738159
480	-2239.006	-2899.441	660.4351	1.390294	1.869057
486	-2251.473	-2911.869	660.3968	1.373882	1.906267
492	-2251.403	-2911.547	660.1435	1.21665	2.178214
498	-2254.646	-2914.797	660.1508	1.246404	2.154151
504	-2252.493	-2913.136	660.6433	1.18989	1.863733
510	-2257.022	-2917.665	660.6433	1.18989	1.863733
516	-2258.04	-2918.683	660.6433	1.18989	1.863733
522	-2249.189	-2908.663	659.474	1.159516	2.637136
528	-2247.006	-2906.196	659.1907	1.143809	2.820185
534	-2261.851	-2922.494	660.6433	1.18989	1.863733
540	-2260.642	-2921.285	660.6433	1.18989	1.863733
546	-2259.491	-2920.135	660.6433	1.18989	1.863733
552	-2237.066	-2897.178	660.112	1.160939	2.23462
558	-2246.583	-2906.772	660.1895	1.156152	2.187631
564	-2239.943	-2900.206	660.2636	1.13635	2.152372
